author	inferreddate	shorttitle	place
Kellett, E. E. (Ernest Edward)	1900.0	A corner in sleep : and other possibilities	enk
Mason, A. E. W. (Alfred Edward Woodley)	1900.0	Clementina	enk
Montgomery, Florence	1900.0	Prejudged	enk
Mathew, Frank James	1900.0	Love of comrades : a romance	enk
King, K. Douglas (Katherine Douglas)	1900.0	Ursula	enk
Brereton, F. S. (Frederick Sadleir)	1900.0	With rifle and bayonet; a story of the Boer war	enk
Gwynn, Stephen Lucius	1900.0	The decay of sensibility, and other essays and sketches	enk
Farjeon, B. L. (Benjamin Leopold)	1900.0	The pride of race, in five panels	enk
Hope, Anthony	1900.0	Quisanté	enk
Tytler, Sarah	1900.0	Queen Charlotte's maidens	enk
Gairdner, William	1900.0	Glengoyne; reminiscences of the parish and its people	stk
Hird, Dennis	1900.0	Was Jesus Christ a ritualist?	enk
Herman, Henry	1900.0	The crime of a Christmas toy. A detective story	enk
Lilly, William Samuel	1900.0	A year of life	enk
Rhys, Ernest	1900.0	The whistling maid. A romance	enk
Smith, Annie S. Swan	1900.0	The Bonnie Jean, and other stories	stk
Teegan, Thomas Henry	1900.0	With the Grand army to Moscow. An historical novel	enk
Winter, John Strange	1900.0	Beautiful Jim of the Blankshire regiment	enk
Jókai, Mór	1900.0	The day of wrath	enk
Theuriet, André	1900.0	A mistress of many moods;	enk
Duchess of, Sutherland, Millicent	1900.0	One hour and the next	enk
Warre Cornish, Francis	1900.0	Sunningwell	enk
	1900.0	Japanese literature	enk
	1900.0	'A439' : being the autobiography of a piano	enk
Tolstoy, Leo, graf	1900.0	Resurrection : a novel	enk
Auerbach, Berthold	1900.0	The Professor's wife a tale of Black Forest life	enk
Zola, Émile	1900.0	Abb?? Mouret's transgression	enk
	1900.0	"Arthurian romances unrepresented in Malory's ""Morte d'Arthur."""	enk
Irvine, Alexander	1900.0	My lady of the chimney corner	enk
Merrick, Leonard	1900.0	A chair on the boulevard	enk
Hume, Fergus	1900.0	The mystery of a hansom cab	enk
Delannoy, Burford	1900.0	M.R.C.S	enk
Corelli, Marie	1900.0	The master-Christian	enk
Hall, Marie Sibree	1900.0	Andrew Marvel & his friends : a story of the siege of Hull	enk
Musset, Alfred de	1900.0	A modern man's confession	enk
Wood, Ellen	1900.0	Pomeroy Abbey : a romance	enk
Wood, Ellen	1900.0	Verner's pride : a novel	enk
Sabatini, Rafael	1900.0	Captain Blood, his odyssey	enk
Mann, Heinrich	1900.0	The little town	enk
Homer	1900.0	The Odyssey : rendered into English prose for the use of those who cannot read the original	enk
French, S. H	1900.0	Success in egg-incubation, or A chick from every egg	enk
Locke, William John	1900.0	The belovéd vagabond	enk
McCarthy, Justin	1900.0	The Waterdale neighbors	enk
Harte, Bret	1900.0	From sand-hill to pine	enk
Gallon, Tom	1900.0	A rogue in love	enk
Westall, William	1900.0	As a man sows	enk
White, William Hale	1900.0	The works of Mark Rutherford [pseud.]	enk
Boothby, Guy Newell	1900.0	A prince of swindlers	enk
Boothby, Guy Newell	1900.0	The woman of death	enk
	1900.0	The Humour of Russia	enk
Thackeray, William Makepeace	1900.0	The works of William Makepeace Thackeray	enk
Gilchrist, Murray	1900.0	The courtesy dame : a novel	enk
Roberts, Morley	1900.0	The descent of the duchess	enk
Pollard, Evelyn H	1900.0	The birds of my parish	enk
Smollett, T. (Tobias)	1900.0	The adventures of Ferdinand, Count Fathom	enk
Dasent, George Webbe, Sir	1900.0	Tales from the Norse	enk
Dickens, Charles	1900.0	Oliver Twist and The blind toymaker	enk
	1900.0	My double and I ; sentimental adventures	enk
Peel, C. V. A. (Charles Victor Alexander)	1900.0	Somaliland : being an account of two expeditions into the far interior, together with a complete list of every animal and bird known to inhabit that country, and a list of the reptiles collected by the author	enk
Des Écherolles, Alexandrine Etiennette Marie Charlotte	1900.0	Side lights on the Reign of Terror; being the memoirs of Mademoiselle Des Écherolles trans. from the French by Marie Clothilde Balfour	enk
Morgan, J. Pierpont (John Pierpont)	1900.0	Collection J. Pierpont Morgan. Drawings by the old masters	enk
Nisbet, Hume	1900.0	The revenge of Valerie : a romance of British Columbia	enk
Von Arnim, Elizabeth	1900.0	The April baby's book of tunes : with the story of how they came to be written	enk
De Morgan, Mary	1900.0	The windfairies and other tales	enk
Long, George	1900.0	Valhalla; a novel	enk
Bennett, Mary E	1900.0	The Jew's daughter, or, The witch of the water-side	enk
Perrault, Charles	1900.0	Tales of passed times	enk
Holmes, Thomas	1900.0	Pictures and problems from London police courts	enk
	1900.0	The witty and entertaining exploits of George Buchanan, commonly called the King's Fool. In five parts, from the original manuscript, dated 1725	enk
Brontë, Charlotte	1900.0	C. Brontë.  Jane Eyre	enk
Brontë, Charlotte	1900.0	C. Brontë.  The professor, Emma, Poems. E. Brontë, A. Brontë.  Poems.  Life of Charlotte Brontë	enk
Brontë, Charlotte	1900.0	A. Brontë.  Tenant of Wildfell Hall	enk
Newland, Simpson	1900.0	Blood tracks of the bush	enk
	1900.0	The golden ship and other tales :  translated from the Swahili	enk
Deeney, Daniel	1900.0	Peasant lore from Gaelic Ireland	enk
Thormanby	1900.0	Boxers and their battles; anecdotal sketches and personal recollections of famous pugilists	enk
Tolstoy, Leo, graf	1900.0	If you neglect the fire, you don't put it out	enk
Homer	1900.0	The Odyssey	enk
Sims, George R	1900.0	Without the limelight; theatrical life as it is	enk
Hume, Fergus	1900.0	A traitor in London	enk
Rossetti, Dante Gabriel	1900.0		enk
Drummond, Hamilton	1900.0	A king's pawn	stk
Fenn, George Manville	1900.0	Friends I have made	enk
Conyers, Dorothea	1900.0	The thorn bit	enk
Cowper, Edith	1900.0	The Brown Bird and her owners	enk
Kingston, William Henry Giles	1900.0	Manco the Peruvian chief	enk
Zola, Émile	1900.0	Money = L'argent	enk
Hocking, Silas K	1900.0	Real grit	enk
	1900.0	He who was once a little child	enk
Marguerite, Queen, consort of Henry II, King of Navarre	1900.0	The heptameron of Margaret, Queen of Navarre	enk
Bailey, H. C. (Henry Christopher)	1900.0	Springtime	enk
Alcott, Louisa May	1900.0	Good wives	xxk
Silhouette	1900.0	Modern shadowgraphy	enk
Ovcharenko, Ivan Vasilʹevich	1900.0	In a ring of fire; memories of a partisan	enk
Sylva, Carmen	1900.0	The dreamer of dreams	enk
Hocking, Silas K. (Silas Kitto)	1900.0	The squire's daughter	enk
Hocking, Silas K. (Silas Kitto)	1900.0	Gripped	enk
Hocking, Silas Kitto	1900.0	The Wizard's light	enk
Carey, Rosa Nouchette	1900.0	Esther Cameron's story : a tale of life and influence	enk
Willis, M. Ray	1900.0	The spark; an Easter phantasy	enk
Stables, Gordon	1900.0	The shell-hunters : their wild adventures by sea and land	enk
Robinson, Lennox	1900.0	Eight short stories	enk
Bevan, Tom	1900.0	The jungle spies	enk
Brereton, F. S. (Frederick Sadlier)	1900.0	With shield and assegai : a tale of the Zulu war	enk
Greene, Graham	1900.0	The ministry of fear	enk
Hocking, Silas K. (Silas Kitto)	1900.0	The shadow between	enk
Smart, Hawley	1900.0	The great Tontine : a novel	enk
Hocking, Silas K. (Silas Kitto)	1900.0	The heart of man	enk
Saxby, Argyll	1900.0	The tiger-man of Burma and other adventure yarns	enk
Le Queux, William	1900.0	The place of dragons; a mystery	enk
Riddell, J. H., Mrs	1900.0	Home sweet home : a novel	enk
Mahalin, Paul	1900.0	The son of Porthos	enk
Gosse, Edmund	1901.0	Hypolympia; or, The gods in the island, an ironic fantasy	enk
Barber, Margaret Fairless	1901.0	The gathering of Brother Hilarius	enk
Jacobs, W. W. (William Wymark)	1901.0	Light freights	enk
Sturt, George	1901.0	The Bettesworth book; talks with a Surrey peasant	enk
Voynich, E. L. (Ethel Lillian)	1901.0	Jack Raymond	enk
King, Charles	1901.0	Ray's daughter;	enk
Barr, Amelia Edith Huddleston	1901.0	The lion's whelp; a story of Cromwell's time	enk
Phillpotts, Eden	1901.0	The good red earth	enk
Phillpotts, Eden	1901.0	Fancy free	enk
Dawson, W. J. (William James)	1901.0	The house of dreams	enk
Thackeray, William Makepeace	1901.0	The works of William Makepeace Thackeray	enk
Thackeray, William Makepeace	1901.0	Miscellaneous essays. Sketches and reviews.--X	enk
Dickens, Charles	1901.0	The Oxford India paper Dickens	enk
Boldrewood, Rolf	1901.0	In bad company, and other stories	enk
Hewlett, Maurice Henry	1901.0	New Canterbury tales	enk
Funck-Brentano, Frantz	1901.0	Princes and poisoners	enk
	1901.0	The secret orchard	enk
Nevinson, Henry Woodd	1901.0	The plea of Pan	enk
Jókai, Mór	1901.0	Halil the pedlar;	enk
Gray, John Alfred	1901.0	At the court of the Amīr	enk
	1901.0	The Italian novelists	enk
Benson, Margaret	1901.0	The soul of a cat, and other stories	enk
Blatchford, Robert	1901.0	Tales for the marines	enk
Walpole, Horace	1901.0	The Castle of Otranto	enk
	1901.0	Morien;	enk
Eir?_kr Magn?_sson	1901.0	Three northern love stories	enk
de France, Marie	1901.0	Marie de France: seven of her lays done into English	enk
Zola, Émile	1901.0	The joy of life = La joie de vivre	enk
Smith, Rowland	1901.0	The Greek romances of Heliodorus, Longus, and Achilles Tatius. Comprising the Ethiopics; or, Adventures of Theagenes and Chariclea. The pastoral amours of Daphnis and Chloe, and The loves of Clitopho and Leucippe	enk
Gorky, Maksim	1901.0	The Orloff couple and Malva	enk
Kraszewski, Józef Ignacy	1901.0	The Countess Cosel; a romance of history of the times of Augustus the Strong	enk
	1901.0	Tales from the Arabic of the Breslau and Calcutta (1814-18) editions of the Book of the thousand nights and one night, not occuring in the other printed texts of the work, now first	enk
	1901.0	Tales from the Arabic of the Breslau and Calcutta (1814-18) editions of the Book of the thousand nights and one night not occurring in the other printed texts of the work	enk
Bron, Alice	1901.0	Diary of a nurse in South Africa; being a narrative of experiences in the Boer and English hospital service	enk
bart., Douglas, George Brisbane, Sir	1901.0	Scottish fairy and folk tales	enk
Baillie, Jamieson	1901.0	Walter Crighton; or, Reminiscences of George Heriot's Hospital	stk
Becke, Louis	1901.0	The Tapu of Banderah	enk
Baron, Amherst, William Amhurst Tyssen-Amherst	1901.0	The discovery of the Solomon Islands by Alvaro de Mendaña in 1568	enk
Amherst, William Amhurst Tyssen-Amherst, Baron	1901.0	The discovery of the Solomon Islands by Alvaro de Mendaña in 1568	enk
Butler, Samuel	1901.0	Erewhon revisited twenty years later	enk
Scott, Walter, Sir	1901.0	The be	stk
Scott, Walter, Sir	1901.0	Waverley novels	stk
Kenyon, Charles R	1901.0	The argonauts of the Amazon	enk
Henty, G. A. (George Alfred)	1901.0	Bears and dacoits, and other stories	enk
Falls, Alicia Maria	1901.0	On the banks of the Seine	enk
Tolstoy, Leo, graf	1901.0	Popular stories and legends	enk
Pansy	1901.0	Out in the world : the story of Claire Benedict	enk
Atherton, Gertrude Franklin Horn	1901.0	The aristocrats : being the impressions of the Lady Helen Pole during her sojourn in the Great North Woods as spontaneously recorded in her letters to her friend in North Britain, the Countess of Edge and Ross	enk
	1901.0	Unaddressed letters	enk
Kingsley, Charles	1901.0	The life and works of Charles Kingsley	enk
Rodziewicz?_wna, Maria	1901.0	Devaytis	enk
Rodziewicz?_wna, Maria	1901.0	Distaff	enk
Hope, Anthony	1901.0	Tristram of Blent;	enk
Le Gallienne, Richard	1901.0	The life romantic	enk
Keats, Gwendoline	1901.0	Tales of Dunstable Weir	enk
Suffling, Ernest R	1901.0	The innocents on the Broads	enk
Yonge, Charlotte M. (Charlotte Mary)	1901.0	The long vacation	enk
Rolfe, Frederick	1901.0	In his own image	enk
Buchanan, Robert Williams	1901.0	Andromeda; an idyll of the great river	enk
Grace, Alfred A	1901.0	Tales of a dying race	enk
St. Clair, William	1901.0	Prince Baber and his wives	enk
Bindloss, Harold	1901.0	A sower of wheat	enk
R??m??svami R??ju, P. V	1901.0	Indian fables	enk
Rolleston, Maud Brooke	1901.0	Yeoman service	enk
Currie, Mary Montgomerie (Lamb) Singleton	1901.0	Two moods of a man;	enk
Gissing, George	1901.0	Our friend the charlatan	enk
	1901.0	Some recollections of Jean Ingelow and her early friends	enk
Merezhkovsky, Dmitry Sergeyevich	1901.0	The death of the gods	enk
Turgenev, Ivan Sergi︠e︡evích	1901.0	Smoke	enk
	1901.0	German popular stories and fairy tales	enk
Zola, Émile	1901.0	Work 11	enk
Ainsworth, William Harrison	1901.0	The novels of William Harrison Ainsworth	enk
Ainsworth, William Harrison	1901.0	The spendthrift	enk
Fiorentino, Giovanni	1901.0	The Pecorone of Ser Giovanni	enk
Prindle, Frances Carruth	1901.0	The way of Belinda	enk
Coleridge, Mary E. (Mary Elizabeth)	1901.0	The fiery dawn	enk
Djurklou, Nils Gabriel	1901.0	Fairy tales from the Swedish of G. Djurklo;	enk
Harris, Edwin	1901.0	William d'Albini	enk
Hayens, Herbert	1901.0	The red, white and green	enk
Hornung, E. W. (Ernest William)	1901.0	No hero	enk
Locke, William John	1901.0	The usurper	enk
Lyall, Edna	1901.0	In spite of all;	enk
Marriott, Charles	1901.0	The column	enk
Murray, Charles Augustus, Sir	1901.0	Hassan	enk
Pallander, Edwin	1901.0	The log of an island wanderer, notes of travel in the eastern Pacific	enk
Sykes, Ella Constance	1901.0	The story-book of the Shah;	enk
Stephens, Robert Neilson	1901.0	Captain Ravenshaw, or, The maid of Cheapside	enk
Stevenson, Robert Louis	1901.0	The strange case of Dr. Jekyll and Mr. Hyde	enk
Thormanby	1901.0	Romances of the road	enk
White, Hester	1901.0	Mountains of necessity	stk
Tynan, Katharine	1901.0	Three fair maids, or, The Burkes of Derrymore	enk
Whyte-Melville, G. J. (George John)	1901.0	Cerise : a tale of the eighteenth century	enk
Zola, Émile	1901.0	The honour of the army, and other stories	enk
Mackail, J. W. (John William)	1901.0	Biblia innocentium; part second	enk
Baring-Gould, S. (Sabine)	1901.0	Royal Georgie	enk
Becke, Louis	1901.0	Yorke the adventurer, and other stories	enk
Compton, Herbert	1901.0	A fury in white velvet	enk
	1901.0	Courage and conflict	enk
Crockett, S. R. (Samuel Rutherford)	1901.0	The firebrand	enk
Crockett, S. R. (Samuel Rutherford)	1901.0	The silver skull	enk
Crofton, Helen Rose Anne Milman	1901.0	From the heart of the rose	enk
Glyn, Elinor	1901.0	The letters of her mother to Elizabeth	enk
Gould, Nat	1901.0	Settling day	enk
Le Queux, William	1901.0	Her majesty's minister	enk
Thackeray, William Makepeace	1901.0	Complete works	enk
Weyman, Stanley John	1901.0	Count Hannibal	enk
Whyte-Melville, G. J. (George John)	1901.0	Bones and I; or, The skeleton at home	enk
Francis, M. E	1901.0	Pastorals of Dorset	enk
Bremer, Fredrika	1901.0	The neighbours	enk
Quiller-Couch, Arthur Thomas, Sir	1901.0	The laird's luck	enk
Crockett, S. R. (Samuel Rutherford)	1901.0	Love idylls	enk
Newbigging, Thomas	1901.0	Lancashire humour	enk
Tresahar, John	1901.0	Temptation and other dramatic fragments	enk
Hocking, Joseph	1901.0	O'er moor and fen	enk
Wood, Ellen	1901.0	Ashley, and other stories	enk
Trowbridge, W. R. H. (William Rutherford Hayes)	1901.0	The letters of her mother to Elizabeth	enk
Steevens, Christina	1901.0	A motley crew;	enk
Russell, William Clark	1901.0	The ship's adventure	enk
Samson, John	1901.0	In the dictator's grip;	enk
Bullen, Frank Thomas	1901.0	A sack of shakings	enk
	1901.0	Tales from the Arabic of the Breslau and Calcutta (1814-18) editions of the Book of the thousand nights and one night not occurring in the other printed texts of the work, now first done into English by John Payne	enk
	1901.0	The book of the thousand nights and one night: now first completely done into English prose and verse, from the original Arabic, by John Payne	enk
Flaubert, Gustave	1901.0	Madame Bovary : provincial manners	enk
Turnbull, A. R. R	1901.0	Tales from Natal; stories about Boers and blacks	enk
Stevenson, Rennie	1901.0	Through Rhodesia with the sharpshooters	enk
Boldrewood, Rolf	1901.0	War to the knife : or, Tangati Maori	enk
Balzac, Honoré de	1901.0	The works of Honoré de Balzac	enk
Gillie, R. C. (Robert Calder)	1901.0	The story of stories	enk
Fenton, Mrs	1901.0	The journal of Mrs. Fenton : a narrative of her life in India, the Isle of France (Mauritius) and Tasmania during the years 1826-1830	enk
Morison, R. C. H	1901.0	Chambers's new reciter	enk
Wells, David Dwight	1901.0	Parlous times : a novel of modern diplomacy	enk
Bateman, May Geraldine Frances	1901.0	The altar of life	enk
Francis, M. E	1901.0	Fiander's widow	enk
Benson, E. F. (Edward Frederick)	1901.0	The luck of the Vails	enk
Duncan, Sara Jeannette	1901.0	On the other side of the latch	enk
Gwynn, Stephen Lucius	1901.0	The old knowledge	enk
Gissing, George	1901.0	Eve's ransom	enk
Hutton, Edward	1901.0	Frederic Uvedale, a romance	enk
Parker, Eric	1901.0	The sinner and the problem	enk
Lawson, Henry	1901.0	The country I come from	stk
Lawson, Henry	1901.0	Joe Wilson and his mates	stk
Norris, W. E. (William Edward)	1901.0	His own father	enk
Wells, H. G. (Herbert George)	1901.0	The first men in the moon	enk
Lee, Albert	1901.0	King Stork of the Netherlands; a romance of the early days of the Dutch republic	enk
Wyllarde, Dolf	1901.0	The story of Eden	enk
Langton, Lionel	1901.0	The fall of Lord Paddockslea	enk
Pain, Barry	1901.0	De omnibus	enk
Mitchell, Edmund	1901.0	Only a nigger	enk
Welles, Charles Stuart	1901.0	The Ellwoods	enk
Humphry, Mrs	1901.0	Manners for girls	enk
Gilliat, Edward	1901.0	God save King Alfred	enk
Payn, James	1901.0	The family scapegrace, or, Richard Arbour	enk
Brereton, F. S. (Frederick Sadleir)	1901.0	A gallant grenadier, a tale of the Crimean war	enk
Stephenson, Nathaniel W. (Nathaniel Wright)	1901.0	They that took the sword	xxk
	1901.0	Alaeddin and the enchanted lamp ; Zein ul Asnam and the King of the Jinn : two stories	enk
Thackeray, William Makepeace	1901.0	Works	enk
Thackeray, William Makepeace	1901.0	Catherine: a story.  Men's wives.  The Bedford-Row conspiracy	enk
Thackeray, William Makepeace	1901.0	Lovel the widower.  The wol	enk
Tallentyre, S. G. (Stephen G.)	1901.0	The women of the salons, and other French portraits	enk
Malet, Edward, Sir	1901.0	Shifting scenes : or, memories of many men in many lands	enk
Bergengren, Anna Farquhar	1901.0	The devil's plough : the romantic history of a soul conflict	enk
Bullock, Shan F	1901.0	Irish pastorals	enk
Cairnes, William Elliot	1901.0	The coming Waterloo	enk
Wood, Ellen	1901.0	A life's secret : a story	enk
Malory, Thomas, Sir	1901.0	The book of marvellous adventures : & other books of the Morte d'Arthur	enk
